PDB1 CATH1 CATH2 PDB2 CATH1 CATH2
3pdw 3.40.50.1000.10 3.40.50.1000.114 4dcc 3.40.50.1000.84 1.10.150.240.7
1mwo 3.20.20.80.70 2.60.40.1180.10 1itx 3.20.20.80.7 3.10.50.10.1
5icq 3.40.190.10.385 3.10.105.10.18 3un6 3.40.190.10.275 3.40.190.10.313
1w9h 3.40.50.2300.126 3.30.420.10.56 4kqc 3.40.50.2300.71 3.40.50.2300.67
2axn 3.40.50.300.48 3.40.50.1240.14 3a1t 3.40.50.300.132 1.10.287.1770.1
2fbo 2.60.40.10.294 2.60.40.10.296 3rx7 2.60.40.10.539 1.50.10.10.27
1w9h 3.40.50.2300.126 3.30.420.10.56 4m88 3.40.50.2300.335 3.40.50.2300.99
1mwo 3.20.20.80.70 2.60.40.1180.10 4nzc 3.20.20.80.102 3.10.50.10.11
1itx 3.20.20.80.7 3.10.50.10.1 3co4 3.20.20.80.192 3.40.5.30.1
2o5v 3.40.50.300.96 1.20.1050.90.1 3a1t 3.40.50.300.132 1.10.287.1770.1
3c4a 3.50.50.60.90 3.30.9.20.1 3ka7 3.50.50.60.53 3.90.660.50.1
3bhy 3.30.200.20.5 1.10.510.10.10 3lkm 3.30.200.20.212 3.20.200.10.1
2w5a 3.30.200.20.165 1.10.510.10.23 4dca 3.30.200.20.96 3.90.1200.10.8
1s6y 3.40.50.720.449 3.90.110.10.16 4ffl 3.40.50.720.549 3.30.470.20.24
3ka7 3.50.50.60.53 3.90.660.50.1 3rp7 3.50.50.60.106 3.30.9.30.2
1wf3 3.40.50.300.162 3.30.300.20.10 3a1t 3.40.50.300.132 1.10.287.1770.1
2axn 3.40.50.300.48 3.40.50.1240.14 2qor 3.40.50.300.400 3.30.63.10.4
2rb5 3.40.50.1000.1 3.30.1240.10.1 3pdw 3.40.50.1000.10 3.40.50.1000.114
2ze6 3.40.50.300.473 1.10.287.890.2 3a1t 3.40.50.300.132 1.10.287.1770.1
3pdw 3.40.50.1000.10 3.40.50.1000.114 4jb3 3.40.50.1000.28 1.10.150.240.6
4ofj 3.40.190.10.372 3.10.105.10.9 4euo 3.40.190.10.153 3.40.190.10.56
5icq 3.40.190.10.385 3.10.105.10.18 2v3u 3.40.190.10.6 3.40.190.10.225
2o5v 3.40.50.300.96 1.20.1050.90.1 2qor 3.40.50.300.400 3.30.63.10.4
5icq 3.40.190.10.385 3.10.105.10.18 1xs5 3.40.190.10.117 3.40.190.10.149
3co4 3.20.20.80.192 3.40.5.30.1 5a2a 3.20.20.80.90 2.60.40.1180.40
1l8t 3.30.200.20.114 3.90.1200.10.18 3hko 3.30.200.20.59 1.10.510.10.75
5cem 3.30.200.20.181 1.10.510.10.81 4dca 3.30.200.20.96 3.90.1200.10.8
3suu 3.20.20.80.46 3.30.379.10.5 4nzc 3.20.20.80.102 3.10.50.10.11
1w9h 3.40.50.2300.126 3.30.420.10.56 3i45 3.40.50.2300.224 3.40.50.2300.114
1wf3 3.40.50.300.162 3.30.300.20.10 2qor 3.40.50.300.400 3.30.63.10.4
1lj8 3.40.50.720.466 1.10.1040.10.39 2p5y 3.40.50.720.32 3.90.25.10.9
5icq 3.40.190.10.385 3.10.105.10.18 3uif 3.40.190.10.377 3.40.190.10.363
1o6g 3.40.50.1820.20 2.130.10.120.1 3ibt 3.40.50.1820.223 1.10.210.20.2
3c4a 3.50.50.60.90 3.30.9.20.1 3oz2 3.50.50.60.12 3.30.9.10.5
3bhy 3.30.200.20.5 1.10.510.10.10 4dca 3.30.200.20.96 3.90.1200.10.8
4f0f 3.30.200.20.58 1.10.510.10.34 4dca 3.30.200.20.96 3.90.1200.10.8
3co4 3.20.20.80.192 3.40.5.30.1 1vf8 3.20.20.80.27 3.10.50.10.2
2xsb 3.20.20.80.187 1.20.58.240.1 3dc0 3.20.20.80.152 2.60.40.1180.86
4ofj 3.40.190.10.372 3.10.105.10.9 4qhq 3.40.190.10.41 3.40.190.10.149
2xsb 3.20.20.80.187 1.20.58.240.1 4x9y 3.20.20.80.15 2.60.40.1180.1
4ffl 3.40.50.720.549 3.30.470.20.24 3c7a 3.40.50.720.162 1.10.1040.10.43
2p5y 3.40.50.720.32 3.90.25.10.9 3c7a 3.40.50.720.162 1.10.1040.10.43
3dc0 3.20.20.80.152 2.60.40.1180.86 4nzc 3.20.20.80.102 3.10.50.10.11
1l8t 3.30.200.20.114 3.90.1200.10.18 3bhy 3.30.200.20.5 1.10.510.10.10
5icq 3.40.190.10.385 3.10.105.10.18 1si0 3.40.190.10.5 3.40.190.10.48
4x9y 3.20.20.80.15 2.60.40.1180.1 4nzc 3.20.20.80.102 3.10.50.10.11
1l8t 3.30.200.20.114 3.90.1200.10.18 4i92 3.30.200.20.16 1.10.510.10.24
1l8t 3.30.200.20.114 3.90.1200.10.18 2qlu 3.30.200.20.38 1.10.510.10.36
3fhr 3.30.200.20.126 1.10.510.10.59 3lkm 3.30.200.20.212 3.20.200.10.1
2xsb 3.20.20.80.187 1.20.58.240.1 3co4 3.20.20.80.192 3.40.5.30.1
1l8t 3.30.200.20.114 3.90.1200.10.18 2h6d 3.30.200.20.98 1.10.510.10.52
5a2a 3.20.20.80.90 2.60.40.1180.40 4nzc 3.20.20.80.102 3.10.50.10.11
1s6y 3.40.50.720.449 3.90.110.10.16 1lj8 3.40.50.720.466 1.10.1040.10.39
2h6d 3.30.200.20.98 1.10.510.10.52 3lkm 3.30.200.20.212 3.20.200.10.1
1s6y 3.40.50.720.449 3.90.110.10.16 2p5y 3.40.50.720.32 3.90.25.10.9
1z17 3.40.50.2300.216 3.40.50.2300.13 1w9h 3.40.50.2300.126 3.30.420.10.56
1mwo 3.20.20.80.70 2.60.40.1180.10 1vf8 3.20.20.80.27 3.10.50.10.2
1w9h 3.40.50.2300.126 3.30.420.10.56 4f06 3.40.50.2300.152 3.40.50.2300.49
3c4a 3.50.50.60.90 3.30.9.20.1 4x9m 3.50.50.60.84 3.30.9.10.20
1w9h 3.40.50.2300.126 3.30.420.10.56 4yle 3.40.50.2300.111 3.40.50.2300.81
3suu 3.20.20.80.46 3.30.379.10.5 5a2a 3.20.20.80.90 2.60.40.1180.40
1t46 3.30.200.20.39 1.10.510.10.16 3lkm 3.30.200.20.212 3.20.200.10.1
4ofj 3.40.190.10.372 3.10.105.10.9 2ons 3.40.190.10.30 3.40.190.10.31
3oz2 3.50.50.60.12 3.30.9.10.5 3rp7 3.50.50.60.106 3.30.9.30.2
5icq 3.40.190.10.385 3.10.105.10.18 4i62 3.40.190.10.2 3.40.190.10.147
2xsb 3.20.20.80.187 1.20.58.240.1 3g6m 3.20.20.80.96 3.10.50.10.7
2xsb 3.20.20.80.187 1.20.58.240.1 3alf 3.20.20.80.98 3.10.50.10.3
3co4 3.20.20.80.192 3.40.5.30.1 3dc0 3.20.20.80.152 2.60.40.1180.86
2xsb 3.20.20.80.187 1.20.58.240.1 1vf8 3.20.20.80.27 3.10.50.10.2
3co4 3.20.20.80.192 3.40.5.30.1 4x9y 3.20.20.80.15 2.60.40.1180.1
1l8t 3.30.200.20.114 3.90.1200.10.18 5e8s 3.30.200.20.38 1.10.510.10.30
3fhr 3.30.200.20.126 1.10.510.10.59 4dca 3.30.200.20.96 3.90.1200.10.8
3i3l 3.50.50.60.194 3.30.390.160.1 4x9m 3.50.50.60.84 3.30.9.10.20
2cb9 3.40.50.1820.226 6.10.300.10.1 1o6g 3.40.50.1820.20 2.130.10.120.1
3suu 3.20.20.80.46 3.30.379.10.5 1vf8 3.20.20.80.27 3.10.50.10.2
5ei6 3.30.200.20.95 1.10.510.10.82 4dca 3.30.200.20.96 3.90.1200.10.8
2h6d 3.30.200.20.98 1.10.510.10.52 4dca 3.30.200.20.96 3.90.1200.10.8
2rb5 3.40.50.1000.1 3.30.1240.10.1 2qlt 3.40.50.1000.53 1.10.150.240.24
3ibt 3.40.50.1820.223 1.10.210.20.2 4ezi 3.40.50.1820.29 1.10.260.160.1
2qor 3.40.50.300.400 3.30.63.10.4 3a1t 3.40.50.300.132 1.10.287.1770.1
2r3i 3.30.200.20.49 1.10.510.10.6 3lkm 3.30.200.20.212 3.20.200.10.1
4ffl 3.40.50.720.549 3.30.470.20.24 4wpg 3.40.50.720.3 3.90.25.10.12
4ofj 3.40.190.10.372 3.10.105.10.9 4got 3.40.190.10.62 3.40.190.10.244
4r1v 3.30.200.20.19 1.10.510.10.7 4dca 3.30.200.20.96 3.90.1200.10.8
1w9h 3.40.50.2300.126 3.30.420.10.56 4y9t 3.40.50.2300.113 3.40.50.2300.188
2qlu 3.30.200.20.38 1.10.510.10.36 3lkm 3.30.200.20.212 3.20.200.10.1
2axn 3.40.50.300.48 3.40.50.1240.14 2ze6 3.40.50.300.473 1.10.287.890.2
3dc0 3.20.20.80.152 2.60.40.1180.86 1vf8 3.20.20.80.27 3.10.50.10.2
2cb9 3.40.50.1820.226 6.10.300.10.1 4ezi 3.40.50.1820.29 1.10.260.160.1
3ka7 3.50.50.60.53 3.90.660.50.1 3oz2 3.50.50.60.12 3.30.9.10.5
2o5v 3.40.50.300.96 1.20.1050.90.1 2ze6 3.40.50.300.473 1.10.287.890.2
3pdw 3.40.50.1000.10 3.40.50.1000.114 2wf7 3.40.50.1000.8 1.10.150.240.1
4ofj 3.40.190.10.372 3.10.105.10.9 3oen 3.40.190.10.74 3.40.190.10.176
5icq 3.40.190.10.385 3.10.105.10.18 4euo 3.40.190.10.153 3.40.190.10.56
1l8t 3.30.200.20.114 3.90.1200.10.18 4btk 3.30.200.20.148 1.10.510.10.18
3co4 3.20.20.80.192 3.40.5.30.1 3g6m 3.20.20.80.96 3.10.50.10.7
3co4 3.20.20.80.192 3.40.5.30.1 3alf 3.20.20.80.98 3.10.50.10.3
3hko 3.30.200.20.59 1.10.510.10.75 3lkm 3.30.200.20.212 3.20.200.10.1
1mwo 3.20.20.80.70 2.60.40.1180.10 3co4 3.20.20.80.192 3.40.5.30.1
2fbo 2.60.40.10.294 2.60.40.10.296 1ut9 2.60.40.10.405 1.50.10.10.44
1wf3 3.40.50.300.162 3.30.300.20.10 2ze6 3.40.50.300.473 1.10.287.890.2
2xsb 3.20.20.80.187 1.20.58.240.1 3w4r 3.20.20.80.132 3.10.50.10.2
1i3a 3.30.420.10.19 1.10.10.460.2 1bco 3.30.420.10.61 2.30.30.130.1
2r3i 3.30.200.20.49 1.10.510.10.6 4dca 3.30.200.20.96 3.90.1200.10.8
2p5y 3.40.50.720.32 3.90.25.10.9 4ffl 3.40.50.720.549 3.30.470.20.24
1l8t 3.30.200.20.114 3.90.1200.10.18 4r1v 3.30.200.20.19 1.10.510.10.7
5icq 3.40.190.10.385 3.10.105.10.18 2czl 3.40.190.10.138 3.40.190.10.243
1w9h 3.40.50.2300.126 3.30.420.10.56 3uk0 3.40.50.2300.208 3.40.50.2300.6
5icq 3.40.190.10.385 3.10.105.10.18 2v84 3.40.190.10.109 3.40.190.10.95
3suu 3.20.20.80.46 3.30.379.10.5 4x9y 3.20.20.80.15 2.60.40.1180.1
1l8t 3.30.200.20.114 3.90.1200.10.18 2r3i 3.30.200.20.49 1.10.510.10.6
2qlu 3.30.200.20.38 1.10.510.10.36 4dca 3.30.200.20.96 3.90.1200.10.8
3lkm 3.30.200.20.212 3.20.200.10.1 4r1v 3.30.200.20.19 1.10.510.10.7
4btk 3.30.200.20.148 1.10.510.10.18 4dca 3.30.200.20.96 3.90.1200.10.8
5icq 3.40.190.10.385 3.10.105.10.18 4qhq 3.40.190.10.41 3.40.190.10.149
