PDB1 CATH1 CATH2 PDB2 CATH1 CATH2
2czl 3.40.190.10.138 3.40.190.10.243 3uif 3.40.190.10.377 3.40.190.10.363
3gb2 3.30.200.20.80 1.10.510.10.84 4f0f 3.30.200.20.58 1.10.510.10.34
2r3i 3.30.200.20.49 1.10.510.10.6 4r1v 3.30.200.20.19 1.10.510.10.7
4m88 3.40.50.2300.335 3.40.50.2300.99 4y9t 3.40.50.2300.113 3.40.50.2300.188
3d02 3.40.50.2300.15 3.40.50.2300.14 4rs3 3.40.50.2300.26 3.40.50.2300.7
2qlt 3.40.50.1000.53 1.10.150.240.24 4jb3 3.40.50.1000.28 1.10.150.240.6
3alf 3.20.20.80.98 3.10.50.10.3 3g6m 3.20.20.80.96 3.10.50.10.7
3ctk 3.40.420.10.6 4.10.470.10.2 4fbh 3.40.420.10.11 4.10.470.10.13
2i53 1.10.472.10.1 1.10.472.10.3 1vin 1.10.472.10.2 1.10.472.10.4
3lop 3.40.50.2300.309 3.40.50.2300.59 4y9t 3.40.50.2300.113 3.40.50.2300.188
2olg 2.40.10.10.92 2.40.10.10.61 5dgj 2.40.10.10.85 2.40.10.10.28
3go9 3.30.830.10.2 3.30.830.10.1 3d3y 3.30.830.10.12 3.30.830.10.28
2r3i 3.30.200.20.49 1.10.510.10.6 5e8s 3.30.200.20.38 1.10.510.10.30
3fhr 3.30.200.20.126 1.10.510.10.59 4r1v 3.30.200.20.19 1.10.510.10.7
2czl 3.40.190.10.138 3.40.190.10.243 4i62 3.40.190.10.2 3.40.190.10.147
3d02 3.40.50.2300.15 3.40.50.2300.14 3ip5 3.40.50.2300.216 3.40.50.2300.13
3s99 3.40.50.2300.190 3.40.50.2300.345 4rs3 3.40.50.2300.26 3.40.50.2300.7
3lop 3.40.50.2300.309 3.40.50.2300.59 4rs3 3.40.50.2300.26 3.40.50.2300.7
1efd 3.40.50.1980.93 3.40.50.1980.81 4ljs 3.40.50.1980.89 3.40.50.1980.60
1rl0 3.40.420.10.7 4.10.470.10.11 4fbh 3.40.420.10.11 4.10.470.10.13
4inl 2.40.10.10.42 2.40.10.10.82 5hxf 2.40.10.10.6 2.40.10.10.95
3ctk 3.40.420.10.6 4.10.470.10.2 4yp2 3.40.420.10.1 4.10.470.10.1
4dcc 3.40.50.1000.84 1.10.150.240.7 4jb3 3.40.50.1000.28 1.10.150.240.6
4f0f 3.30.200.20.58 1.10.510.10.34 5cem 3.30.200.20.181 1.10.510.10.81
1dua 2.40.10.10.102 2.40.10.10.55 1p3c 2.40.10.10.48 2.40.10.10.35
2ons 3.40.190.10.30 3.40.190.10.31 3uif 3.40.190.10.377 3.40.190.10.363
3uk0 3.40.50.2300.208 3.40.50.2300.6 4f06 3.40.50.2300.152 3.40.50.2300.49
3eay 1.10.418.20.2 3.30.310.130.2 2hl8 1.10.418.20.1 3.30.310.130.1
2v3u 3.40.190.10.6 3.40.190.10.225 3un6 3.40.190.10.275 3.40.190.10.313
2b7u 3.40.420.10.8 4.10.470.10.9 3ctk 3.40.420.10.6 4.10.470.10.2
1mwo 3.20.20.80.70 2.60.40.1180.10 5a2a 3.20.20.80.90 2.60.40.1180.40
3i45 3.40.50.2300.224 3.40.50.2300.114 3s99 3.40.50.2300.190 3.40.50.2300.345
3h8j 3.40.50.1010.15 1.10.150.20.2 1a76 3.40.50.1010.20 1.10.150.20.34
2w5a 3.30.200.20.165 1.10.510.10.23 5ei6 3.30.200.20.95 1.10.510.10.82
3fhr 3.30.200.20.126 1.10.510.10.59 5e8s 3.30.200.20.38 1.10.510.10.30
2czl 3.40.190.10.138 3.40.190.10.243 4euo 3.40.190.10.153 3.40.190.10.56
1z17 3.40.50.2300.216 3.40.50.2300.13 4y9t 3.40.50.2300.113 3.40.50.2300.188
1p3c 2.40.10.10.48 2.40.10.10.35 5dgj 2.40.10.10.85 2.40.10.10.28
1vf8 3.20.20.80.27 3.10.50.10.2 4nzc 3.20.20.80.102 3.10.50.10.11
2czl 3.40.190.10.138 3.40.190.10.243 2v84 3.40.190.10.109 3.40.190.10.95
2r3i 3.30.200.20.49 1.10.510.10.6 3gb2 3.30.200.20.80 1.10.510.10.84
1z17 3.40.50.2300.216 3.40.50.2300.13 4rs3 3.40.50.2300.26 3.40.50.2300.7
2czl 3.40.190.10.138 3.40.190.10.243 4qhq 3.40.190.10.41 3.40.190.10.149
3i45 3.40.50.2300.224 3.40.50.2300.114 4kqc 3.40.50.2300.71 3.40.50.2300.67
1pb8 3.40.190.10.73 3.40.190.10.137 3un6 3.40.190.10.275 3.40.190.10.313
4inl 2.40.10.10.42 2.40.10.10.82 4jcn 2.40.10.10.45 2.40.10.10.58
4r1v 3.30.200.20.19 1.10.510.10.7 5cem 3.30.200.20.181 1.10.510.10.81
3gb2 3.30.200.20.80 1.10.510.10.84 4r1v 3.30.200.20.19 1.10.510.10.7
3oen 3.40.190.10.74 3.40.190.10.176 4got 3.40.190.10.62 3.40.190.10.244
4f06 3.40.50.2300.152 3.40.50.2300.49 4yle 3.40.50.2300.111 3.40.50.2300.81
3hko 3.30.200.20.59 1.10.510.10.75 5ei6 3.30.200.20.95 1.10.510.10.82
3ip5 3.40.50.2300.216 3.40.50.2300.13 4f06 3.40.50.2300.152 3.40.50.2300.49
2olg 2.40.10.10.92 2.40.10.10.61 3wy8 2.40.10.10.25 2.40.10.10.41
3d02 3.40.50.2300.15 3.40.50.2300.14 3i45 3.40.50.2300.224 3.40.50.2300.114
2w4q 3.90.180.10.36 3.40.50.720.89 3goh 3.90.180.10.18 3.40.50.720.498
3dc0 3.20.20.80.152 2.60.40.1180.86 1mwo 3.20.20.80.70 2.60.40.1180.10
2qlu 3.30.200.20.38 1.10.510.10.36 5cem 3.30.200.20.181 1.10.510.10.81
3uif 3.40.190.10.377 3.40.190.10.363 4got 3.40.190.10.62 3.40.190.10.244
2h6d 3.30.200.20.98 1.10.510.10.52 5ei6 3.30.200.20.95 1.10.510.10.82
4dca 3.30.200.20.96 3.90.1200.10.8 1l8t 3.30.200.20.114 3.90.1200.10.18
2ons 3.40.190.10.30 3.40.190.10.31 2v84 3.40.190.10.109 3.40.190.10.95
3gb2 3.30.200.20.80 1.10.510.10.84 5e8s 3.30.200.20.38 1.10.510.10.30
1pb8 3.40.190.10.73 3.40.190.10.137 2czl 3.40.190.10.138 3.40.190.10.243
3ka2 2.40.70.10.14 2.40.70.10.14 1t6e 2.40.70.10.25 2.40.70.10.31
3hko 3.30.200.20.59 1.10.510.10.75 5cem 3.30.200.20.181 1.10.510.10.81
1t46 3.30.200.20.39 1.10.510.10.16 5ei6 3.30.200.20.95 1.10.510.10.82
1xs5 3.40.190.10.117 3.40.190.10.149 2v3u 3.40.190.10.6 3.40.190.10.225
3alf 3.20.20.80.98 3.10.50.10.3 4nzc 3.20.20.80.102 3.10.50.10.11
2qlu 3.30.200.20.38 1.10.510.10.36 4f0f 3.30.200.20.58 1.10.510.10.34
3d02 3.40.50.2300.15 3.40.50.2300.14 4yle 3.40.50.2300.111 3.40.50.2300.81
2b7u 3.40.420.10.8 4.10.470.10.9 4fbh 3.40.420.10.11 4.10.470.10.13
1p3c 2.40.10.10.48 2.40.10.10.35 3wy8 2.40.10.10.25 2.40.10.10.41
3uk0 3.40.50.2300.208 3.40.50.2300.6 4rs3 3.40.50.2300.26 3.40.50.2300.7
3hko 3.30.200.20.59 1.10.510.10.75 4f0f 3.30.200.20.58 1.10.510.10.34
2czl 3.40.190.10.138 3.40.190.10.243 2ons 3.40.190.10.30 3.40.190.10.31
3i45 3.40.50.2300.224 3.40.50.2300.114 4y9t 3.40.50.2300.113 3.40.50.2300.188
1si0 3.40.190.10.5 3.40.190.10.48 4got 3.40.190.10.62 3.40.190.10.244
2b7u 3.40.420.10.8 4.10.470.10.9 4yp2 3.40.420.10.1 4.10.470.10.1
1kmo 2.170.130.10.1 2.40.170.20.3 4b7o 2.170.130.10.10 2.40.170.20.4
4ed4 3.30.230.10.5 3.30.70.890.4 1uek 3.30.230.10.5 3.30.70.890.10
3s99 3.40.50.2300.190 3.40.50.2300.345 4yle 3.40.50.2300.111 3.40.50.2300.81
2qlu 3.30.200.20.38 1.10.510.10.36 3fhr 3.30.200.20.126 1.10.510.10.59
5d6f 3.90.230.10.8 1.10.10.10.28 2q8k 3.90.230.10.10 1.10.10.10.210
1si0 3.40.190.10.5 3.40.190.10.48 3oen 3.40.190.10.74 3.40.190.10.176
4kqc 3.40.50.2300.71 3.40.50.2300.67 4y9t 3.40.50.2300.113 3.40.50.2300.188
1z17 3.40.50.2300.216 3.40.50.2300.13 3i45 3.40.50.2300.224 3.40.50.2300.114
3b6z 3.90.180.10.41 3.40.50.720.74 3gms 3.90.180.10.10 3.40.50.720.476
2wf7 3.40.50.1000.8 1.10.150.240.1 4dcc 3.40.50.1000.84 1.10.150.240.7
3d02 3.40.50.2300.15 3.40.50.2300.14 3uk0 3.40.50.2300.208 3.40.50.2300.6
1rl0 3.40.420.10.7 4.10.470.10.11 2z4u 3.40.420.10.2 4.10.470.10.2
4gv2 1.20.142.10.2 3.90.228.10.7 1efy 1.20.142.10.2 3.90.228.10.5
3fhr 3.30.200.20.126 1.10.510.10.59 3hko 3.30.200.20.59 1.10.510.10.75
4kqc 3.40.50.2300.71 3.40.50.2300.67 4rs3 3.40.50.2300.26 3.40.50.2300.7
3uif 3.40.190.10.377 3.40.190.10.363 3un6 3.40.190.10.275 3.40.190.10.313
1e0c 3.40.250.10.22 3.40.250.10.10 3utn 3.40.250.10.34 3.40.250.10.29
1vf8 3.20.20.80.27 3.10.50.10.2 3w4r 3.20.20.80.132 3.10.50.10.2
2w5a 3.30.200.20.165 1.10.510.10.23 4r1v 3.30.200.20.19 1.10.510.10.7
2wf7 3.40.50.1000.8 1.10.150.240.1 4jb3 3.40.50.1000.28 1.10.150.240.6
3oen 3.40.190.10.74 3.40.190.10.176 3uif 3.40.190.10.377 3.40.190.10.363
3s99 3.40.50.2300.190 3.40.50.2300.345 3uk0 3.40.50.2300.208 3.40.50.2300.6
3b6z 3.90.180.10.41 3.40.50.720.74 3goh 3.90.180.10.18 3.40.50.720.498
1z17 3.40.50.2300.216 3.40.50.2300.13 4yle 3.40.50.2300.111 3.40.50.2300.81
4inl 2.40.10.10.42 2.40.10.10.82 4m7g 2.40.10.10.8 2.40.10.10.3
2v84 3.40.190.10.109 3.40.190.10.95 4got 3.40.190.10.62 3.40.190.10.244
2ons 3.40.190.10.30 3.40.190.10.31 4got 3.40.190.10.62 3.40.190.10.244
3lop 3.40.50.2300.309 3.40.50.2300.59 4f06 3.40.50.2300.152 3.40.50.2300.49
1rl0 3.40.420.10.7 4.10.470.10.11 3ctk 3.40.420.10.6 4.10.470.10.2
2r3i 3.30.200.20.49 1.10.510.10.6 4i92 3.30.200.20.16 1.10.510.10.24
2w5a 3.30.200.20.165 1.10.510.10.23 5e8s 3.30.200.20.38 1.10.510.10.30
2v84 3.40.190.10.109 3.40.190.10.95 3oen 3.40.190.10.74 3.40.190.10.176
5dgj 2.40.10.10.85 2.40.10.10.28 5hxf 2.40.10.10.6 2.40.10.10.95
2ons 3.40.190.10.30 3.40.190.10.31 3oen 3.40.190.10.74 3.40.190.10.176
3hz6 3.30.420.40.144 3.30.420.40.137 2ivn 3.30.420.40.23 3.30.420.40.7
3oen 3.40.190.10.74 3.40.190.10.176 4i62 3.40.190.10.2 3.40.190.10.147
4rs3 3.40.50.2300.26 3.40.50.2300.7 4yle 3.40.50.2300.111 3.40.50.2300.81
3hko 3.30.200.20.59 1.10.510.10.75 4r1v 3.30.200.20.19 1.10.510.10.7
1z17 3.40.50.2300.216 3.40.50.2300.13 3uk0 3.40.50.2300.208 3.40.50.2300.6
3fhr 3.30.200.20.126 1.10.510.10.59 4btk 3.30.200.20.148 1.10.510.10.18
3w4r 3.20.20.80.132 3.10.50.10.2 4nzc 3.20.20.80.102 3.10.50.10.11
2czl 3.40.190.10.138 3.40.190.10.243 3un6 3.40.190.10.275 3.40.190.10.313
1itx 3.20.20.80.7 3.10.50.10.1 3g6m 3.20.20.80.96 3.10.50.10.7
3uif 3.40.190.10.377 3.40.190.10.363 4i62 3.40.190.10.2 3.40.190.10.147
2h6d 3.30.200.20.98 1.10.510.10.52 4r1v 3.30.200.20.19 1.10.510.10.7
2qlu 3.30.200.20.38 1.10.510.10.36 5e8s 3.30.200.20.38 1.10.510.10.30
2h6d 3.30.200.20.98 1.10.510.10.52 2r3i 3.30.200.20.49 1.10.510.10.6
1dua 2.40.10.10.102 2.40.10.10.55 5hxf 2.40.10.10.6 2.40.10.10.95
4kds 3.30.497.10.8 2.30.39.10.12 4zk3 3.30.497.10.3 2.30.39.10.3
3oen 3.40.190.10.74 3.40.190.10.176 4euo 3.40.190.10.153 3.40.190.10.56
3alf 3.20.20.80.98 3.10.50.10.3 3w4r 3.20.20.80.132 3.10.50.10.2
1si0 3.40.190.10.5 3.40.190.10.48 3uif 3.40.190.10.377 3.40.190.10.363
1t46 3.30.200.20.39 1.10.510.10.16 4r1v 3.30.200.20.19 1.10.510.10.7
3hko 3.30.200.20.59 1.10.510.10.75 5e8s 3.30.200.20.38 1.10.510.10.30
3bhy 3.30.200.20.5 1.10.510.10.10 5cem 3.30.200.20.181 1.10.510.10.81
1t46 3.30.200.20.39 1.10.510.10.16 2r3i 3.30.200.20.49 1.10.510.10.6
2w5a 3.30.200.20.165 1.10.510.10.23 3gb2 3.30.200.20.80 1.10.510.10.84
4wpg 3.40.50.720.3 3.90.25.10.12 2p5y 3.40.50.720.32 3.90.25.10.9
2qlt 3.40.50.1000.53 1.10.150.240.24 4dcc 3.40.50.1000.84 1.10.150.240.7
2b7u 3.40.420.10.8 4.10.470.10.9 1rl0 3.40.420.10.7 4.10.470.10.11
3w95 2.40.10.10.149 2.40.10.10.84 5dgj 2.40.10.10.85 2.40.10.10.28
3wy8 2.40.10.10.25 2.40.10.10.41 4inl 2.40.10.10.42 2.40.10.10.82
3uk0 3.40.50.2300.208 3.40.50.2300.6 4yle 3.40.50.2300.111 3.40.50.2300.81
3wy8 2.40.10.10.25 2.40.10.10.41 4jcn 2.40.10.10.45 2.40.10.10.58
3oen 3.40.190.10.74 3.40.190.10.176 4qhq 3.40.190.10.41 3.40.190.10.149
3kh5 3.10.580.10.22 3.10.580.10.20 3ddj 3.10.580.10.11 3.10.580.10.5
1si0 3.40.190.10.5 3.40.190.10.48 1pb8 3.40.190.10.73 3.40.190.10.137
4jcn 2.40.10.10.45 2.40.10.10.58 5hxf 2.40.10.10.6 2.40.10.10.95
2b7u 3.40.420.10.8 4.10.470.10.9 2z4u 3.40.420.10.2 4.10.470.10.2
3uif 3.40.190.10.377 3.40.190.10.363 4euo 3.40.190.10.153 3.40.190.10.56
2h6d 3.30.200.20.98 1.10.510.10.52 5e8s 3.30.200.20.38 1.10.510.10.30
1dua 2.40.10.10.102 2.40.10.10.55 2olg 2.40.10.10.92 2.40.10.10.61
1jp4 3.30.540.10.3 3.40.190.80.7 3b8b 3.30.540.10.7 3.40.190.80.12
4m88 3.40.50.2300.335 3.40.50.2300.99 4rs3 3.40.50.2300.26 3.40.50.2300.7
3bhy 3.30.200.20.5 1.10.510.10.10 4f0f 3.30.200.20.58 1.10.510.10.34
1t46 3.30.200.20.39 1.10.510.10.16 5e8s 3.30.200.20.38 1.10.510.10.30
1si0 3.40.190.10.5 3.40.190.10.48 4i62 3.40.190.10.2 3.40.190.10.147
2qlu 3.30.200.20.38 1.10.510.10.36 3gb2 3.30.200.20.80 1.10.510.10.84
3uif 3.40.190.10.377 3.40.190.10.363 4qhq 3.40.190.10.41 3.40.190.10.149
2v84 3.40.190.10.109 3.40.190.10.95 3un6 3.40.190.10.275 3.40.190.10.313
4f0f 3.30.200.20.58 1.10.510.10.34 5ei6 3.30.200.20.95 1.10.510.10.82
2ons 3.40.190.10.30 3.40.190.10.31 3un6 3.40.190.10.275 3.40.190.10.313
1dua 2.40.10.10.102 2.40.10.10.55 4inl 2.40.10.10.42 2.40.10.10.82
3d02 3.40.50.2300.15 3.40.50.2300.14 4m88 3.40.50.2300.335 3.40.50.2300.99
3gms 3.90.180.10.10 3.40.50.720.476 5dp2 3.90.180.10.1 3.40.50.720.88
1dua 2.40.10.10.102 2.40.10.10.55 4jcn 2.40.10.10.45 2.40.10.10.58
1mwo 3.20.20.80.70 2.60.40.1180.10 4x9y 3.20.20.80.15 2.60.40.1180.1
3ip5 3.40.50.2300.216 3.40.50.2300.13 3lop 3.40.50.2300.309 3.40.50.2300.59
4i62 3.40.190.10.2 3.40.190.10.147 4qhq 3.40.190.10.41 3.40.190.10.149
3gb2 3.30.200.20.80 1.10.510.10.84 4i92 3.30.200.20.16 1.10.510.10.24
4kqc 3.40.50.2300.71 3.40.50.2300.67 4yle 3.40.50.2300.111 3.40.50.2300.81
2olg 2.40.10.10.92 2.40.10.10.61 5hxf 2.40.10.10.6 2.40.10.10.95
3bhy 3.30.200.20.5 1.10.510.10.10 3fhr 3.30.200.20.126 1.10.510.10.59
1si0 3.40.190.10.5 3.40.190.10.48 1xs5 3.40.190.10.117 3.40.190.10.149
3ip5 3.40.50.2300.216 3.40.50.2300.13 4yle 3.40.50.2300.111 3.40.50.2300.81
1si0 3.40.190.10.5 3.40.190.10.48 4euo 3.40.190.10.153 3.40.190.10.56
2v84 3.40.190.10.109 3.40.190.10.95 3uif 3.40.190.10.377 3.40.190.10.363
2h6d 3.30.200.20.98 1.10.510.10.52 3gb2 3.30.200.20.80 1.10.510.10.84
4x9m 3.50.50.60.84 3.30.9.10.20 3oz2 3.50.50.60.12 3.30.9.10.5
1rl0 3.40.420.10.7 4.10.470.10.11 4yp2 3.40.420.10.1 4.10.470.10.1
1si0 3.40.190.10.5 3.40.190.10.48 2v84 3.40.190.10.109 3.40.190.10.95
3fhh 2.170.130.10.8 2.40.170.20.9 4b7o 2.170.130.10.10 2.40.170.20.4
1t46 3.30.200.20.39 1.10.510.10.16 3gb2 3.30.200.20.80 1.10.510.10.84
4btk 3.30.200.20.148 1.10.510.10.18 5cem 3.30.200.20.181 1.10.510.10.81
3s99 3.40.50.2300.190 3.40.50.2300.345 4m88 3.40.50.2300.335 3.40.50.2300.99
1si0 3.40.190.10.5 3.40.190.10.48 4qhq 3.40.190.10.41 3.40.190.10.149
4r1v 3.30.200.20.19 1.10.510.10.7 5ei6 3.30.200.20.95 1.10.510.10.82
2w5a 3.30.200.20.165 1.10.510.10.23 3hko 3.30.200.20.59 1.10.510.10.75
3w95 2.40.10.10.149 2.40.10.10.84 3wy8 2.40.10.10.25 2.40.10.10.41
3i45 3.40.50.2300.224 3.40.50.2300.114 4f06 3.40.50.2300.152 3.40.50.2300.49
2v84 3.40.190.10.109 3.40.190.10.95 4i62 3.40.190.10.2 3.40.190.10.147
2ons 3.40.190.10.30 3.40.190.10.31 4i62 3.40.190.10.2 3.40.190.10.147
4btk 3.30.200.20.148 1.10.510.10.18 4f0f 3.30.200.20.58 1.10.510.10.34
2w5a 3.30.200.20.165 1.10.510.10.23 3bhy 3.30.200.20.5 1.10.510.10.10
2w4q 3.90.180.10.36 3.40.50.720.89 3gms 3.90.180.10.10 3.40.50.720.476
3ip5 3.40.50.2300.216 3.40.50.2300.13 3uk0 3.40.50.2300.208 3.40.50.2300.6
2qlu 3.30.200.20.38 1.10.510.10.36 5ei6 3.30.200.20.95 1.10.510.10.82
2olg 2.40.10.10.92 2.40.10.10.61 4inl 2.40.10.10.42 2.40.10.10.82
3fuo 2.60.120.200.22 2.80.10.50.70 1diw 2.60.120.200.66 2.80.10.50.88
1xkw 2.170.130.10.9 2.40.170.20.2 4b7o 2.170.130.10.10 2.40.170.20.4
2olg 2.40.10.10.92 2.40.10.10.61 4jcn 2.40.10.10.45 2.40.10.10.58
2r3i 3.30.200.20.49 1.10.510.10.6 2w5a 3.30.200.20.165 1.10.510.10.23
3ctk 3.40.420.10.6 4.10.470.10.2 3px8 3.40.420.10.4 4.10.470.10.5
4i92 3.30.200.20.16 1.10.510.10.24 5ei6 3.30.200.20.95 1.10.510.10.82
1z17 3.40.50.2300.216 3.40.50.2300.13 4m88 3.40.50.2300.335 3.40.50.2300.99
1z17 3.40.50.2300.216 3.40.50.2300.13 3ip5 3.40.50.2300.216 3.40.50.2300.13
1itx 3.20.20.80.7 3.10.50.10.1 4nzc 3.20.20.80.102 3.10.50.10.11
3uk0 3.40.50.2300.208 3.40.50.2300.6 4kqc 3.40.50.2300.71 3.40.50.2300.67
4m7g 2.40.10.10.8 2.40.10.10.3 5hxf 2.40.10.10.6 2.40.10.10.95
1jpd 3.30.390.10.58 3.20.20.120.54 4g7f 3.30.390.10.6 3.20.20.120.44
2v84 3.40.190.10.109 3.40.190.10.95 4euo 3.40.190.10.153 3.40.190.10.56
1dua 2.40.10.10.102 2.40.10.10.55 3w95 2.40.10.10.149 2.40.10.10.84
2ons 3.40.190.10.30 3.40.190.10.31 4euo 3.40.190.10.153 3.40.190.10.56
1vf8 3.20.20.80.27 3.10.50.10.2 3alf 3.20.20.80.98 3.10.50.10.3
1kmo 2.170.130.10.1 2.40.170.20.3 3fhh 2.170.130.10.8 2.40.170.20.9
2pq6 3.40.50.2000.40 3.40.50.2000.20 4l22 3.40.50.2000.100 3.40.50.2000.6
3sto 3.30.497.10.21 2.30.39.10.25 2r9y 3.30.497.10.26 2.30.39.10.31
3sto 3.30.497.10.21 2.30.39.10.25 4kds 3.30.497.10.8 2.30.39.10.12
2v84 3.40.190.10.109 3.40.190.10.95 4qhq 3.40.190.10.41 3.40.190.10.149
2ons 3.40.190.10.30 3.40.190.10.31 4qhq 3.40.190.10.41 3.40.190.10.149
4i92 3.30.200.20.16 1.10.510.10.24 5cem 3.30.200.20.181 1.10.510.10.81
3rx7 2.60.40.10.539 1.50.10.10.27 1ut9 2.60.40.10.405 1.50.10.10.44
2h6d 3.30.200.20.98 1.10.510.10.52 3hko 3.30.200.20.59 1.10.510.10.75
3d02 3.40.50.2300.15 3.40.50.2300.14 3lop 3.40.50.2300.309 3.40.50.2300.59
3bhy 3.30.200.20.5 1.10.510.10.10 5e8s 3.30.200.20.38 1.10.510.10.30
1p3c 2.40.10.10.48 2.40.10.10.35 4inl 2.40.10.10.42 2.40.10.10.82
2z4u 3.40.420.10.2 4.10.470.10.2 3ctk 3.40.420.10.6 4.10.470.10.2
3fuo 2.60.120.200.22 2.80.10.50.70 3n7l 2.60.120.200.41 2.80.10.50.89
1p3c 2.40.10.10.48 2.40.10.10.35 4jcn 2.40.10.10.45 2.40.10.10.58
1t46 3.30.200.20.39 1.10.510.10.16 3hko 3.30.200.20.59 1.10.510.10.75
2ov3 3.40.50.1980.49 3.40.50.1980.78 1efd 3.40.50.1980.93 3.40.50.1980.81
1k9z 3.30.540.10.10 3.40.190.80.3 3b8b 3.30.540.10.7 3.40.190.80.12
2h6d 3.30.200.20.98 1.10.510.10.52 3bhy 3.30.200.20.5 1.10.510.10.10
1si0 3.40.190.10.5 3.40.190.10.48 2ons 3.40.190.10.30 3.40.190.10.31
4m88 3.40.50.2300.335 3.40.50.2300.99 4yle 3.40.50.2300.111 3.40.50.2300.81
2w5a 3.30.200.20.165 1.10.510.10.23 4i92 3.30.200.20.16 1.10.510.10.24
2h6d 3.30.200.20.98 1.10.510.10.52 2qlu 3.30.200.20.38 1.10.510.10.36
